gene,name_disease,category_cleaned,scr_sum,rusp,scr_babydetectv2,scr_babyscreen,scr_babyseq2,scr_beginngs,scr_chenetal,scr_earlycheck,scr_firststeps,scr_generation,scr_gnstar,scr_guardian,scr_jianetal,scr_leeetal,scr_luoetal,scr_neoexome,scr_neoseq,scr_nests,scr_newbornsinsa,scr_puglia,scr_wangetal,scr_foresite,scr_fulgent,scr_igenomix,scr_mendelics,scr_nurture,scr_perkinelmer,scr_sema,inheritance_babyseq2,penetrance_babyseq2,age_onset_asqm_standard,severity_asqm,likelihood_asqm,efficacy_asqm,acceptability_asqm,knowledge_asqm,yespct_goldetal,prevalence_100k_goldetaldet,orthogonal_test_goldetaldet
TG,"Thyroid dyshormonogenesis 3, MIM# 274700",Endocrinology,17,,1,1,1,,,1,,1,1,1,1,,1,1,1,,1,,,1,1,1,,,1,1,AR,HIGH (A),Infant,2,3,3,3,3,,,missing
PNPO,Pyridoxamine 5- prime- phosphate oxidase deficiency,Metabolism,17,,1,1,1,1,,1,1,1,,1,,,,,,,1,1,,1,1,1,1,1,1,1,AR,HIGH (A),Neonatal,2,3,3,3,3,1,unk,Y
GLUD1,"Hyperinsulinism
-
hyperammonem ia syndrome",Metabolism,17,,1,1,1,1,,1,1,1,,,,,,1,,,1,1,,1,1,1,1,1,1,1,AD,HIGH (A),Variable,1,3,2,3,2,1,2.4,Y
CYP17A1,"17-alpha-hydroxylase/17,20-lyase deficiency",Endocrinology,17,,1,1,,1,1,,1,1,,,,,1,1,,,1,1,1,1,1,1,1,1,1,,,,missing,0,0,0,0,0,1,,Y
GAMT,Cerebral creatine deficiency syndrome 2,Metabolism,17,Core,1,1,,1,,1,1,1,,1,,,,1,,,1,1,,1,1,1,1,1,1,1,,,Infant,1,3,2,3,1,1,.4,Y
HSD3B7,Congenital bile acid synthesis defect type 1,Gastroenterology,17,,,1,1,,1,1,,1,1,,,,,1,1,,1,,1,1,1,1,1,1,1,1,AR,HIGH (A),Neonatal,2,3,3,3,2,1,,Y
ETHE1,Mitochondrial sulfur dioxygenase deficiency,Metabolism,17,,,1,1,1,,,1,,1,,,1,1,1,1,1,1,1,,1,1,,1,,1,1,AR,HIGH (A),Infant,3,3,1,3,1,0,unk,Y
TPO,Thyroid dyshormonogenesis 2A MIM#274500,Endocrinology,17,,1,1,1,,,1,,1,1,1,1,,1,1,1,,1,,,1,1,1,,,1,1,AR,HIGH (A),Infant,2,3,3,3,3,,,missing
AQP2,Nephrogenic diabetes insipidus,Endocrinology,16,,1,1,,1,,,1,1,,1,,,,,,1,1,1,,1,1,1,1,1,1,1,,,Birth,2,2,2,3,2,1,"0.87 (per 100,000)
See INS per RXGenes",Y
CD3D,Immunodeficiency 19,Immunology,16,Core,1,1,,1,,,1,1,,1,1,,1,1,,,1,1,,1,1,1,,,1,1,,,Infant,3,3,3,2,1,1,1.72,Y
CYP27A1,Cerebrotendino us xanthomatosis,Metabolism,16,,,1,1,,1,1,1,1,,,,,1,,,,1,,1,1,1,1,1,1,1,1,AR,HIGH (A),Adolescent/Adult,2,3,3,3,2,1,.48,Y
MAT1A,Methionine adenosyltransferase deficiency,Metabolism,16,Secondary,1,,,,1,,,,1,1,1,,1,1,1,1,,1,1,1,1,1,,,1,1,,,Birth,0,3,0,0,2,,,missing
COL4A3,Alport syndrome 3,Nephrology,16,,1,1,1,,1,1,,1,,,,1,1,1,,1,1,,1,1,1,,,,1,1,AD,HIGH (A),Childhood,2,3,2,3,3,1,11,Y
DUOXA2,"Thyroid dyshormonogenesis 5, MIM# 274900",Endocrinology,16,,1,1,,,1,1,,1,1,1,,,,1,1,,1,,1,1,1,1,,,1,1,,,Neonatal,2,3,3,3,2,,,missing
COL4A4,Alport syndrome 2,Nephrology,16,,1,1,1,,1,1,,1,,,,1,1,1,,1,1,,1,1,1,,,,1,1,AR,HIGH (A),Childhood,2,3,2,3,3,1,11,Y
SLC26A4,"Deafness, autosomal recessive 4, with enlarged vestibular aqueduct 600791;Pendred syndrome 274600",Medical Genetics,16,,1,1,1,,,1,,,1,1,1,,1,1,1,1,1,,1,1,1,,,,1,,AR,HIGH (A),Birth,1,3,3,3,3,,,missing
SLC5A5,"Thyroid dyshormonogenesis 1, MIM# 274400",Endocrinology,16,,1,1,1,,,1,,1,,1,1,1,1,1,,,1,,,1,1,1,,,1,1,AR,HIGH (A),Infant,2,3,3,3,2,,,missing
HAX1,Severe congenital neutropenia 3,Immunology,16,,1,1,,1,,,1,,,,,,1,1,,1,1,1,,1,1,1,1,1,1,1,,,Birth,3,3,2,2,2,1,unk,Y
FBP1,"Fructose-1,6- bisphosphatase deficiency",Metabolism,16,,1,1,,1,,1,1,1,,,,,,1,,,1,1,,1,1,1,1,1,1,1,,,Neonatal,2,3,3,3,2,1,.195,Y
TCN2,Transcobalamin II deficiency,Metabolism,16,,1,1,,1,,1,1,1,,1,1,,,,,,1,1,,1,1,1,1,1,1,,,,Infant,1,2,3,3,2,1,<1,Y
UGT1A1,"Crigler-Najjar syndrome, type I, MIM#	218800",Metabolism,16,,1,1,1,,,,,1,1,,,1,1,1,1,,1,,,1,1,1,1,,1,1,AR,HIGH (A),Birth,2,2,2,3,2,,,missing
NCF2,NCF2 associated chronic granulomatous disease,Immunology,16,,1,1,1,1,,,1,1,,,,,1,,,1,1,1,,1,1,1,1,1,1,,AR,HIGH (A),missing,0,0,0,0,0,1,.675,Y
COL4A5,X-linked Alport syndrome 1,Nephrology,16,,1,1,1,,1,1,,1,,,,1,,1,,1,1,1,1,1,1,,,,1,1,XLD,HIGH (A),Neonatal,2,3,2,3,3,1,11,Y
ADAMTS13,Familial thrombotic thrombocytopenic purpura,Hematology,16,,1,1,1,1,,,1,1,,,,,1,1,,1,1,1,,1,1,,1,1,1,,AR,HIGH (A),missing,0,0,0,0,0,1,,Y
PROP1,Combined pituitary hormone deficiency 2,Endocrinology,16,,,1,1,1,1,,1,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,AR,HIGH (A),Infant,1,3,3,3,3,1,2.31,Y
SCNN1B,"SCNN1B associated pseudohypoaldosteronism, type I",Endocrinology,16,,1,1,1,1,,1,1,1,,,,,1,,,1,1,1,,1,1,1,1,,1,,AR,HIGH (A),Neonatal,3,3,3,3,2,0,3.595,Y
GATM,Cerebral creatine deficiency syndrome 3,Metabolism,15,,1,1,,,,1,,1,,1,,,,1,,,1,1,,1,1,1,1,1,1,1,,,Infant,1,3,2,3,1,1,.01,Y
SCNN1A,"SCNN1A associated pseudohypoaldosteronism, type I",Endocrinology,15,,1,1,1,1,,1,1,1,,,,,1,,,,1,1,,1,1,1,1,,1,,AR,HIGH (A),Neonatal,3,3,3,3,3,0,3.595,Y
HSD3B2,"Adrenal hyperplasia, congenital, due to 3-beta- hydroxysteroid dehydrogenase 2 deficiency",Endocrinology,15,,1,1,,1,,1,1,1,,,,,,,,,1,1,,1,1,1,1,1,1,1,,,Neonatal,3,2,3,3,3,1,,Y
POU1F1,Combined pituitary hormone deficiency 1,Endocrinology,15,,,1,1,1,,1,1,1,,,,,,,,,1,1,,1,1,1,1,1,1,1,AR,HIGH (A),Infant,2,3,2,3,2,1,2.31,Y
DLD,Dihydrolipoamid e dehydrogenase deficiency,Metabolism,15,,1,,1,1,,,1,,1,,,,1,1,1,,,1,,1,1,,1,1,1,1,AR,HIGH (A),Neonatal,3,3,0,0,1,1,unk (2.8 in AJ),Y
CYP11B2,Aldosterone synthase deficiency,Endocrinology,15,,1,1,,1,,,1,1,,,,,,,,1,1,1,,1,1,1,1,1,1,1,,,Infant,2,3,3,3,2,1,,Y
UNC13D,Familial hemophagocytic lymphohistiocytosis 3,Immunology,15,,1,1,1,1,1,,1,1,,,,,1,1,,1,1,1,1,,,,1,1,,,AR,HIGH (A),Infant,2,3,2,2,3,1,2,Y
PHKB,"Glycogen storage disease, type IXb",Metabolism,15,,1,1,1,,1,1,,,,,,,1,1,,,1,1,1,1,,,1,1,1,1,AR,HIGH (A),Infant,1,3,3,3,3,1,.1,Y
NPC2,"Niemann-Pick disease, type C, NPC2",Metabolism,15,,,1,1,1,1,,1,,1,,,,1,1,1,1,1,1,1,,,1,,1,,,AR,HIGH (A),Infant,2,3,1,3,2,1,.03,Y
FOXP3,"X-linked immunodysregulation, polyendocrinopathy, and enteropathy",Immunology,15,,1,1,1,1,,,1,1,1,,,,,,1,,1,1,,1,1,,1,1,1,,XLR,HIGH (A),missing,0,0,0,0,0,1,unk,Y
ABCD4,"Methylmalonic aciduria and homocystinuria, cblJ type MIM#614857",Metabolism,15,Secondary,1,1,,1,,,1,,1,1,1,1,,1,1,,1,1,,,,1,1,1,,,,,Neonatal,1,3,3,3,1,,,missing
DOCK8,DOCK8 deficiency,Immunology,15,,1,1,1,1,,,1,1,,,1,,,1,,,1,1,,1,1,1,,1,1,,AR,HIGH (A),Infant,1,3,3,2,2,1,1.72,Y
GBA1,"Gaucher disease, type I",Metabolism,15,,1,1,1,,,,1,,1,,,1,1,1,1,1,1,1,,,,1,1,1,,,AR,HIGH (A),Childhood,1,3,3,3,3,1,1.94,Y
PKLR,Pyruvate kinase deficiency,Metabolism,15,,1,1,1,1,,,1,1,,,,,1,1,,1,1,1,,1,1,,,1,1,,AR,HIGH (A),missing,0,0,0,0,0,1,.8,Y
CYP21A2,"Adrenal hyperplasia, congenital, due to 21-hydroxylase deficiency, MIM#201910",Endocrinology,15,Core,1,1,1,1,,,1,1,,,1,1,1,1,,1,1,1,,,,1,,1,,,AR,HIGH (A),Neonatal,2,3,3,3,3,,,missing
CYP27B1,"Vitamin D-dependent rickets, type IA",Endocrinology,15,,,1,1,,,,,1,1,,,,1,,1,1,1,1,,1,1,1,1,1,1,,AR,HIGH (A),Infant,1,3,3,3,3,1,.3,Y
VDR,"Vitamin D-dependent rickets, type 2A",Endocrinology,15,,,1,1,,,,,1,1,,,,1,,1,1,1,1,,1,1,1,1,1,1,,AR,HIGH (A),missing,0,0,0,0,0,1,,Y
CD40LG,X-linked immunodeficiency with hyper-IgM type 1,Immunology,15,,,1,1,,1,,,1,,,1,,1,1,,,1,1,1,1,1,,1,1,1,,XLR,HIGH (A),Infant,2,3,2,2,2,1,.1,Y
THRA,"Hypothyroidism, congenital, nongoitrous, 6, MIM# 614450",Endocrinology,15,,1,1,1,,,,,1,1,,,1,,1,1,,1,,,1,1,1,1,,1,1,AD,HIGH (A),Neonatal,1,3,2,3,0,,,missing
KCNQ1,"Jervell and Lange-Nielsen syndrome MIM#220400;Long QT syndrome 1, MIM# 192500",Medical Genetics,15,,1,1,1,1,,1,1,1,,1,,,1,1,,1,1,1,,1,,,,,1,,AR,HIGH (A),Infant,3,3,2,2,3,,,missing
STAR,Lipoid adrenal hyperplasia,Endocrinology,15,,1,1,1,1,,1,1,1,,,,,,,,,1,1,,1,1,,1,1,1,1,AR,HIGH (A),Neonatal,3,3,3,3,2,1,,Y
SLC7A7,Lysinuric protein intolerance,Metabolism,14,,1,1,1,,,,,1,,,,,,1,,,1,1,,1,1,1,1,1,1,1,AR,HIGH (A),Infant,1,3,2,3,3,1,unknown,Y
LHX3,Combined pituitary hormone deficiency 3,Endocrinology,14,,,1,1,1,,,1,1,,,,,,,,,1,1,,1,1,1,1,1,1,1,AR,HIGH (A),Birth,2,3,3,3,2,1,2.31,Y
AUH,"3-methylglutaconic aciduria, type I",Metabolism,14,Secondary,,,1,,1,,,,1,1,1,1,1,1,1,1,,1,1,,,1,,1,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
DMD,Duchenne muscular dystrophy and other dystrophinopathies,Neurology,14,,,,1,1,1,,1,,,,,1,,1,,1,,1,1,1,,1,1,1,1,,XLR,HIGH (A),Variable,2,3,2,3,1,1,,Y
MCEE,Methylmalonyl-CoA epimerase deficiency MIM#251120,Metabolism,14,,1,1,,,,,,1,,1,,,1,1,,1,1,,,1,1,1,,1,1,1,,,Infant,2,2,2,2,1,,,missing
TSC2,Tuberous  sclerosis  2,Neurology,14,,,,1,1,1,,1,,,,,1,1,1,,1,,1,1,1,1,1,,,1,,AD,HIGH (A),Birth,2,3,1,3,3,1,10.205,N
WT1,WT1-Related  Predisposition  Syndrome,Oncology,14,,,1,1,,,,,1,1,,,1,,,1,1,1,1,,1,1,,,1,1,1,AD,HIGH (A),Neonatal,2,2,3,3,2,1,,N
STX11,Familial hemophagocytic lymphohistiocytosis 4,Immunology,14,,1,1,1,1,,,1,1,,,,1,1,1,,1,1,1,,,,,1,1,,,AR,HIGH (A),missing,0,0,0,0,0,1,2,Y
LDLR,Familial hypercholesterolemia 1,Cardiovascular,14,,,1,1,,1,,,1,,1,,,,1,,,1,1,1,1,1,,,1,1,1,AD,HIGH (A),Variable,2,3,3,3,3,1,416.5,Y
OAT,Ornithine aminotransferas e deficiency,Metabolism,14,,,1,,,,,,,1,1,,1,1,,1,,1,1,,1,1,1,,1,1,1,,,Childhood,1,3,2,2,3,1,.067,Y
ZAP70,Immunodeficiency 48,Immunology,14,,1,1,1,,,1,,1,,1,1,,,,,,1,1,,1,1,,1,1,1,,AR,HIGH (A),Infant,3,3,3,3,2,1,1.72,Y
HBA1,Alpha-thalassemia,Hematology,14,Secondary,1,,1,1,1,,1,,,,1,1,1,1,,1,,1,1,1,,,,,,1,AR,HIGH (A),Variable,1,2,3,3,3,1,5.05,Y
SH2D1A,X-linked lymphoproliferative syndrome 1,Immunology,14,,1,1,1,1,1,,1,1,,,,,1,1,,,1,1,1,,,,1,1,,,XLR,HIGH (A),missing,0,0,0,0,0,1,.1,Y
TSC1,Tuberous  sclerosis  1,Neurology,14,,,,1,1,1,,1,,,,,1,1,1,,1,,1,1,1,1,1,,,1,,AD,HIGH (A),Infant,2,3,1,3,3,1,10.205,N
RFXANK,"MHC class II deficiency, complementation group B",Immunology,14,,1,1,,1,,,1,1,,,1,,,,,,1,1,,1,1,1,1,1,1,,,,Neonatal,2,3,3,2,2,1,1.72,Y
F8,Hemophilia A,Hematology,14,,1,,1,1,,1,1,1,,,,1,1,1,,1,1,1,,,,1,1,,,,XLR,HIGH (A),Infant,2,3,3,3,3,1,7.5,Y
CD3E,Immunodeficiency 18,Immunology,14,Core,1,1,,1,,,1,1,,1,1,,,,,,1,1,,1,1,1,,,1,1,,,Infant,3,3,3,2,1,1,1.72,Y
NR0B1,"Adrenal hypoplasia, congenital (MIM# 300200)",Metabolism,13,,,1,1,,1,,,1,,,,,1,1,,,1,,1,1,1,1,1,,1,,XLR,HIGH (A),missing,0,0,0,0,0,,,missing
ACVRL1,"Telangiectasia, hereditary hemorrhagic, type 2, MIM#600376",Cardiovascular,13,,,1,1,1,,,1,,,,,1,1,1,,1,1,1,,1,1,,,,1,,AD,HIGH (A),Adolescent/Adult,2,3,2,2,3,,,missing
RPS26,Diamond-Blackfan anemia 10,Hematology,13,,1,1,1,1,1,,1,1,,,,,1,1,,,1,1,1,,,,,1,,,AD,HIGH (A),Infant,1,3,2,3,2,1,.75,Y
CASR,"Hypocalcemia, autosomal dominant MIM#601198;Hyperparathyroidism, neonatal MIM#239200",Endocrinology,13,,,1,,1,,1,1,1,,,,,,,,,1,1,,1,1,1,1,,1,1,,,Neonatal,3,3,3,2,2,,,missing
MPI,"Congenital disorder of glycosylation, type Ib",Metabolism,13,,,1,1,,,1,1,1,,,,,,,,,1,1,,1,1,,1,1,1,1,AR,HIGH (A),Infant,1,3,3,3,3,1,<1,Y
AKR1D1,Congenital bile acid synthesis defect type 2,Gastroenterology,13,,,1,1,,,1,,1,,,,,,1,,,1,,,1,1,1,1,1,1,1,AR,HIGH (A),Neonatal,1,3,2,3,2,1,,Y
HBA2,Alpha-thalassemia,Hematology,13,Secondary,1,,1,1,1,,1,,,,1,1,,1,,1,,1,1,1,,,,,,1,AR,HIGH (A),Variable,1,2,3,3,3,1,5.05,Y
PHKG2,"Glycogen storage disease, type IXc",Metabolism,13,,1,1,1,,1,1,,,,,,,1,1,,1,1,1,1,,,,1,1,,,AR,HIGH (A),Infant,1,3,3,3,1,1,.1,Y
RPL11,Diamond-Blackfan anemia 7,Hematology,13,,1,1,1,1,1,,1,1,,,,,1,1,,,1,1,1,,,,,1,,,AD,HIGH (A),Infant,1,3,2,3,2,1,.75,Y
SLC39A4,Acrodermatitis enteropathica,Metabolism,13,,,1,1,,,1,,1,,1,,,,,,,1,,,1,1,1,1,1,1,1,AR,HIGH (A),Neonatal,2,3,3,3,2,1,.2,Y
STXBP2,Familial hemophagocytic lymphohistiocytosis 5,Immunology,13,,1,1,1,1,,,1,1,,,,,1,1,,1,1,1,,,,,1,1,,,AR,HIGH (A),missing,0,0,0,0,0,1,2,Y
SCN1A,Early infantile epileptic encephalopathy 6,Neurology,13,,,,1,1,1,,1,1,,,,1,,1,,,,1,1,1,1,1,,,1,,AR,HIGH (A),missing,0,0,0,0,0,0,3.595,N
TAFAZZIN,Barth Syndrome,Cardiovascular,13,Secondary,,,1,1,,1,1,1,,,,1,1,,,,,1,,1,1,,,1,1,1,XLR,HIGH (A),Birth,2,3,2,3,2,1,.43,Y
ACADS,"Acyl-CoA dehydrogenase, short-chain, deficiency of",Metabolism,13,Secondary,1,,,,1,,,,1,1,1,1,1,1,1,1,,1,1,,,1,,,,,,,Variable,1,0,3,3,0,,,missing
TTPA,Ataxia with vitamin E deficiency,Neurology,13,,1,1,1,,,,1,1,,,,,,,,,1,,,1,1,1,1,1,1,1,AR,HIGH (A),Childhood,1,3,3,3,3,1,.205,Y
INS,"Maturity-onset  diabetes  of the young,  type 10",Endocrinology,13,,,1,,1,,1,1,1,,,,,,1,,,1,1,,1,1,,1,,1,1,,,Neonatal,2,3,3,3,2,0,"0.87 (per 100,000)",Y
NAGLU,Mucopolysacch aridosis type IIIB,Metabolism,13,,1,1,1,,1,,,,1,,,,1,1,1,,1,1,1,,,1,,1,,,AR,HIGH (A),Childhood,3,3,0,0,2,1,.5,Y
RPS19,Diamond-Blackfan anemia 1,Hematology,13,,1,1,1,1,1,,1,1,,,,,1,1,,,1,1,1,,,,,1,,,AD,HIGH (A),Infant,1,3,2,3,3,1,.75,Y
XIAP,X-linked lymphoproliferative syndrome 2,Immunology,13,,1,1,,1,1,,1,1,,,,,1,1,,,1,1,1,,,,1,1,,,,,missing,0,0,0,0,0,1,.1,N
FANCA,"Fanconi anemia, complementation group A",Hematology,13,,1,1,1,1,1,,1,,,,,,1,1,,1,1,1,1,,,,,1,,,AR,HIGH (A),Childhood,2,3,2,2,3,1,.76,Y
GRHPR,Primary hyperoxaluria type II,Nephrology,12,,1,1,1,,,1,,1,,,,,,,,,1,,,1,1,1,,1,1,1,AR,HIGH (A),Childhood,2,3,2,3,2,1,1.7,Y
USH2A,Usher Syndrome Type II MIM#276901,Neurology,12,,,1,1,,,,,,,,1,1,,1,,1,1,,1,1,1,1,,,1,,AR,HIGH (A),Birth,1,3,2,3,3,,,missing
SBDS,Shwachman-Diamond  syndrome,Hematology,12,,1,1,1,1,,,1,1,,,,,1,1,,,1,1,,,,,1,1,,,AR,HIGH (A),missing,0,0,0,0,0,1,1.3,Y
AHCY,"Hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase, MIM#	613752",Metabolism,12,Secondary,1,1,,1,,,1,,,1,1,,1,1,,1,1,1,,,,1,,,,,,,Infant,2,3,2,3,0,,,missing
G6PC3,Severe congenital neutropenia 4,Immunology,12,,1,1,1,1,,,1,,,,,,1,1,,1,1,1,,,,,1,1,,,AR,HIGH (A),missing,0,0,0,0,0,1,.04,Y
RFX5,"Bare lymphocyte syndrome, type II, complementation group C and group E",Immunology,12,,1,1,,,,,,1,,,1,,,1,,,1,,,1,1,1,1,1,1,,,,Neonatal,2,3,3,2,1,1,1.72,Y
TPP1,Neuronal ceroid lipofuscinosis  2,Metabolism,12,,1,1,1,,,,1,1,,1,,,1,1,,,1,,,,,1,1,1,,,AR,HIGH (A),Childhood,3,3,0,0,3,1,.465,Y
LPL,Lipoprotein lipase deficiency,Cardiovascular,12,,1,1,,,,,,1,,,,,,1,,,1,1,,1,1,,1,1,1,1,,,Childhood,1,3,2,2,2,1,.55,Y
TCIRG1,Osteopetrosis type 1,Endocrinology,12,,,1,1,,,,,1,,,,1,1,1,,,1,,,1,1,,,1,1,1,AR,HIGH (A),Infant,3,3,2,2,2,1,,Y
CDH23,"Usher syndrome, type 1D (MIM# 601067);Deafness, autosomal recessive 12 (MIM # 601386);Usher syndrome, type 1D/F digenic (MIM #601067)",Neurology,12,,,1,1,,,1,,,,,1,,1,,,1,1,,1,1,1,1,,,1,,AR,HIGH (A),Birth,2,3,2,3,3,,,missing
COL1A2,"Osteogenesis imperfecta, type II , MIM#166210",Orthopedics,12,,,1,1,,,,,1,,,,1,1,1,,1,1,,,1,1,,1,,1,,AD,HIGH (A),Childhood,1,3,2,2,3,,,missing
FOLR1,Cerebral folate transport deficiency,Neurology,12,,1,1,,,,,1,1,,,,,,,,,1,1,,1,1,,1,1,1,1,,,Childhood,1,3,3,3,1,1,,Y
ACADSB,2-Methylbutyryl-CoA dehydrogenase deficiency,Metabolism,12,Secondary,1,,,,1,,,,,1,1,1,1,1,1,1,,1,1,,,1,,,,,,,Infant,2,0,3,3,1,,,missing
LYST,Chediak-Higashi Syndrome,Hematology,12,,1,1,1,1,,,1,1,,,,,1,1,,1,1,1,,,,,,1,,,AR,HIGH (A),Infant,2,3,2,1,2,1,,Y
IGSF1,"Hypothyroidism, central, and testicular enlargement, MIM# 300888",Endocrinology,12,,,1,1,,,,,1,,,,1,,1,,,1,,,1,1,1,1,,1,1,XLR,HIGH (A),Neonatal,2,0,3,3,1,,,missing
NCF4,NCF4 associated chronic granulomatous disease,Immunology,12,,1,1,,1,,,1,1,,,,,1,,,1,1,1,,,,1,1,1,,,,,missing,0,0,0,0,0,1,.675,Y
GYS2,"Glycogen storage disease 0, liver (MIM#240600)",Metabolism,12,,1,1,1,,,,,,,,,,1,1,,,1,,,1,1,1,1,,1,1,AR,HIGH (A),Infant,1,3,3,3,1,,,missing
RFXAP,"Bare lymphocyte syndrome, type II, complementation group D",Immunology,12,,1,1,,,,,,1,,,1,,,1,,,1,,,1,1,1,1,1,1,,,,Neonatal,2,3,3,2,1,1,1.72,Y
AGXT,Primary hyperoxaluria type I,Metabolism,12,,1,1,1,,,1,,1,,1,,,,,,,1,,,1,1,1,,,1,1,AR,HIGH (A),Childhood,2,3,2,3,2,1,1,Y
PHKA2,"Glycogen storage disease, type IXa",Metabolism,12,,1,1,1,,1,1,,,,,,,1,1,,,1,1,1,,,,1,1,,,XLR,HIGH (A),Childhood,2,2,3,3,2,1,.75,Y
MOCS1,Molybdenum cofactor deficiency A,Metabolism,12,,1,1,1,1,,,1,,,1,,,1,1,,,1,1,,,,,1,1,,,AR,HIGH (A),missing,0,0,0,0,0,1,.495,Y
COL1A1,"Osteogenesis imperfecta, type I, MIM#166200",Orthopedics,11,,,1,1,,,,,1,,,,,1,1,,1,1,,,1,1,,1,,1,,AD,HIGH (A),Infant,1,3,2,3,2,,,missing
RPS24,Diamond-Blackfan anemia 3,Hematology,11,,1,1,1,1,,,1,1,,,,,1,1,,,1,1,,,,,,1,,,AD,HIGH (A),Infant,1,3,2,3,2,1,.75,Y
SLC5A1,Glucose- galactose malabsorption,Metabolism,11,,1,1,,1,,,1,1,,,,,1,1,,,1,1,,,,,1,1,,,,,missing,0,0,0,0,0,1,unk,N
NKX2-5,"Atrial septal defect 7, with or without AV conduction defects, MIM#	108900",Endocrinology,11,,1,1,1,,,,,,,1,1,1,,1,,1,1,,,,,1,1,,,,AD,MODERATE (A),Variable,2,0,3,3,0,,,missing
PGM1,"Congenital disorder of glycosylation, type It",Metabolism,11,,,1,,1,1,,1,1,,,,,,1,,,1,1,1,,,,1,1,,,,,missing,0,0,0,0,0,1,<1,Y
MEFV,Familial Mediterranean fever,Immunology,11,,,1,1,,1,,,1,,,,,1,1,,,1,,1,1,1,,,,1,,AR,HIGH (A),Childhood,1,2,3,3,3,0,unk,N
PTPRC,"Severe combined immunodeficiency, T cell-negative, B-cell/natural killer-cell positive MIM# 608971",Immunology,11,Core,1,1,,,,,,1,,,1,,1,1,,,1,,,1,1,,,,1,1,,,Infant,3,3,3,2,1,,,missing
RPS17,Diamond-Blackfan anemia 4,Hematology,11,,1,1,1,1,,,1,1,,,,,1,1,,,1,1,,,,,,1,,,AD,HIGH (A),Infant,1,3,2,3,2,1,.75,Y
SLC34A3,Hypophosphatemic rickets with hypercalciuria,Endocrinology,11,,,1,1,,,,,1,,,,,,1,,,1,1,,1,1,1,,1,1,,AR,HIGH (A),missing,0,0,0,0,0,1,,N
PHGDH,Phosphoglycera te dehydrogenase deficiency,Metabolism,11,,1,1,,1,,,1,,,,,,,,,,1,1,,1,1,,1,,1,1,,,Birth,2,3,1,3,1,0,unknown,Y
MYH7,"Cardiomyopathy, hypertrophic, 1, MIM# 192600",Cardiovascular,11,,1,1,1,1,,,1,,,,,,1,1,,1,1,,,1,,,,,1,,AD,HIGH (A),Variable,2,2,2,3,3,,,missing
IYD,"Thyroid dyshormonogenesis 4, MIM# 274800",Endocrinology,11,,1,1,,,,,,1,,,,1,,1,,,1,,,1,1,1,,,1,1,,,Infant,1,3,3,3,2,,,missing
KCNQ2,Early infantile epileptic encephalopathy 7,Neurology,11,,,,,1,,,1,1,,,,,,1,,,,1,,1,1,1,,1,1,1,,,Neonatal,2,3,2,2,2,0,2.8,N
RMRP,Cartilage-hair hypoplasia,Immunology,11,,,1,1,1,,,1,,1,,1,,1,1,1,,1,,1,,,,,,,,AR,HIGH (A),Neonatal,1,3,2,3,3,1,1.72,N
NHEJ1,"Severe combined immunodeficiency with microcephaly, growth retardation, and sensitivity to ionizing radiation, MIM#611291",Immunology,11,Core,,1,1,1,,,1,1,,1,1,,1,1,,,1,1,,,,,,,,,AR,HIGH (A),Infant,3,0,2,3,1,,,missing
HMGCS2,3-hydroxy-3- methylglutaryl- CoA synthase deficiency,Metabolism,11,Core,1,,,,,,,1,1,1,,,1,,1,,,,,1,1,,1,,1,1,,,Infant,2,3,3,3,1,1,<1,Y
SCNN1G,"SCNN1G associated pseudohypoaldosteronism, type I",Endocrinology,11,,1,1,,1,,1,1,1,,,,,1,,,1,1,1,,,,,1,,,,,,Neonatal,3,3,3,3,2,0,3.595,Y
FOXN1,T-cell immunodeficiency with congenital alopecia and nail dystrophy,Immunology,11,,1,1,,1,,,1,1,,,1,,1,,,,1,1,,,,,1,1,,,,,Neonatal,2,3,2,3,2,1,unk,Y
FBN1,"Marfan syndrome, MIM# 154700",Cardiovascular,11,,,1,1,,,,,,,,,1,1,1,,1,1,,,1,1,,,,1,1,AD,HIGH (A),Variable,2,3,2,3,3,,,missing
GLB1,Gangliosidosis GM1,Metabolism,11,,,,1,,1,,,,,,,1,1,1,,1,,,1,1,1,1,,,1,,AR,HIGH (A),Childhood,1,3,0,0,3,,,missing
POR,"Cytochrome P450
oxidoreductase deficiency",Metabolism,11,,1,1,1,1,,,1,1,,,,,,,,,1,1,,1,1,,,,1,,AR,HIGH (A),missing,0,0,0,0,0,0,unk,Y
GLIS3,"Diabetes mellitus, neonatal, with congenital hypothyroidism MIM#610199",Endocrinology,11,,1,1,,1,,,1,1,,1,,1,,1,,,1,1,,,,,1,,,,,,Neonatal,2,2,2,2,2,,,missing
GCK,Familial hyperinsulinemic hypoglycemia 3,Endocrinology,11,,,1,1,1,,1,1,1,,,,,,1,,,1,1,,,,,1,1,,,AD,HIGH (A),Neonatal,2,3,3,3,2,1,"2.4 ( (per 100,000)
See GLUD1 per RXGenes",Y
AK2,Reticular dysgenesis,Immunology,11,Core,1,1,,1,,,1,1,,1,1,,,,,,1,1,,,,,1,1,,,,,Birth,3,3,1,2,2,1,1.72,Y
