gene_official,scr_sum,rusp,scr_babydetectv2,scr_babyscreen,scr_babyseq2,scr_beginngs,scr_chenetal,scr_earlycheck,scr_firststeps,scr_generation,scr_gnstar,scr_guardian,scr_jianetal,scr_leeetal,scr_luoetal,scr_neoexome,scr_neoseq,scr_nests,scr_newbornsinsa,scr_puglia,scr_wangetal,scr_foresite,scr_fulgent,scr_igenomix,scr_nurture,scr_perkinelmer,scr_sema,inheritance,penetrance,age_onset_asqm_standard,severity,likelihood,efficacy,acceptability,knowledge,yespct,prevalence_100k,orthogonal_test
AGA,3,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,AR,HIGH (A),Childhood,2,3,1,1,2,0,unk globally; 1.7 in Finland,Y
PPT1,3,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,AR,HIGH (A),Childhood,3,3,0,0,3,1,.52,Y
SKIC2,3,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
SPTA1,3,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,AD,HIGH (A),,,,,,,,,
PFKM,3,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,AR,HIGH (A),Childhood,1,2,2,3,1,,,
ZFPM2,3,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,
TYR,3,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,AR,HIGH (A),,,,,,,,,
STAT1,3,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,Y
CLN5,3,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,AR,HIGH (A),Childhood,2,3,0,0,2,,,
ALDH3A2,3,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,AR,HIGH (A),Birth,1,3,0,0,2,,,
FH,3,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,AR,HIGH (A),Neonatal,2,3,0,0,2,,,
CCDC39,3,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,AR,HIGH (A),Birth,1,3,2,2,3,,,
GNPTG,3,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,AR,HIGH (A),Childhood,1,3,0,0,2,,,
BCL11B,3,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
IKBKG,3,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,XLD,HIGH (A),Infant,2,0,1,2,1,,,
PPOX,3,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,0,.9,Y
SAR1B,3,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,Y
MYH11,3,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,AD,MODERATE (A),Adolescent/Adult,3,2,2,3,1,,,
L1CAM,3,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,XLR,HIGH (A),,,,,,,,,
RS1,3,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,XLD,HIGH (A),,,,,,,,,
MFN2,3,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,AD,HIGH (A),,,,,,,,,
BBS1,3,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
MYL3,3,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,AD,MODERATE (A),Variable,2,3,2,3,2,,,
EYA1,3,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,AD,HIGH (A),Variable,1,3,2,3,2,,,
VKORC1,3,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,Y
GYS1,3,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,Childhood,3,0,0,0,0,,,
PDX1,3,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,Neonatal,2,3,3,3,2,0,,Y
LMX1B,3,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,AD,HIGH (A),,,,,,,,,
ATL1,3,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,
PALB2,3,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,Childhood,2,3,2,2,1,1,187,N
PAX6,3,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,AD,HIGH (A),,,,,,,,,
PROC,3,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,AR,HIGH (A),Adolescent/Adult,1,3,2,3,2,,,
SMARCAL1,3,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,AR,HIGH (A),,,,,,,,,
DNAAF1,3,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,AR,HIGH (A),Birth,1,3,2,2,2,,,
TGM1,3,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
CUL3,3,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,Y
ODAD2,3,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,AR,HIGH (A),Birth,1,3,2,2,2,,,
SDHB,3,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,AD,MODERATE (A),Adolescent/Adult,2,3,3,2,3,,,
TRNT1,3,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,1,unk,Y
WDR72,3,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,Rare; < 0.1,Y
EDA,3,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,XLR,HIGH (A),,,,,,,,,
TERT,3,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,AD,MODERATE (A),Adolescent/Adult,1,2,0,0,1,,,
H19,3,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,IMP,HIGH (A),,,,,,,,,
WNK4,3,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,Y
KRT5,3,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,AD,HIGH (A),,,,,,,0,unk,
WFS1,3,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,AR,HIGH (A),Adolescent/Adult,0,3,3,3,2,1,"0.87 (per 100,000)
See INS per RXGenes",Y
COL7A1,3,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,AD,HIGH (A),Variable,2,2,1,2,1,0,unk,
HPS5,3,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,AR,HIGH (A),Childhood,0,3,3,3,1,,,
MALT1,3,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,0,ultrarare,N
FKBP10,3,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
STIM1,3,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,Neonatal,2,3,1,1,1,0,1.72,N
HFE,3,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,Adolescent/Adult,1,2,3,3,3,0,458.335,N
CD27,3,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,unk,Y
PCDH19,3,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,
CD55,3,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
THBD,3,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,.2,N
ABCC9,3,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,AD,HIGH (A),Birth,2,3,1,3,2,0,,N
RPS6KA3,3,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,XLD,HIGH (A),,,,,,,,,
PDZD7,3,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,Birth,1,0,2,3,0,,,
SIX1,3,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,AD,HIGH (A),Birth,1,3,3,3,2,,,
CABP2,3,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
OFD1,3,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,XLD,HIGH (A),Birth,1,3,0,0,2,,,
WNK1,3,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,Y
NPHP4,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,AR,HIGH (A),,,,,,,,,
MESD,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
PEX26,2,,,,1,,,,,,,,,1,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
PGAM2,2,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,Adolescent/Adult,1,2,2,3,1,,,
RPGRIP1L,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
AGPAT2,2,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,0,.023,Y
PSTPIP1,2,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,0,unk,N
SMAD2,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
JAK2,2,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
APTX,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,AR,HIGH (A),Childhood,1,3,1,3,1,,,
DNAI2,2,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,Birth,1,3,2,2,2,,,
GCSH,2,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
GRIN2A,2,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,N
MKKS,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
LTBP2,2,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
CRYAB,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,AD,HIGH (A),Adolescent/Adult,2,0,2,3,0,,,
TFAP2B,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
JUP,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,AR,HIGH (A),Variable,3,2,2,2,3,,,
SLC12A6,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
ALMS1,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,AR,HIGH (A),Birth,2,3,1,3,3,,,
CTH,2,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,
HYAL1,2,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,Variable,0,3,0,0,1,,,
MCM4,2,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,0,unk,Y
MYH14,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,AD,HIGH (A),Childhood,0,3,3,3,1,,,
BMP1,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
RUNX1,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,Birth,2,2,1,3,2,,,
BBS12,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
CCDC65,2,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,Neonatal,1,3,2,2,1,,,
EXT1,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
GDF1,2,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
MATN3,2,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
GATA3,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,Variable,1,3,3,3,2,,,
RBM8A,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
IL1RN,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,ultrarare,N
FXN,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
SPG11,2,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
PLP1,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,XLR,HIGH (A),Infant,3,3,0,0,3,,,
POLR1C,2,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,Neonatal,1,3,2,3,0,,,
SLC16A2,2,,,,1,,,,,1,,,,,,,,,,,,,,,,,,XLD,HIGH (A),,,,,,,,,
SERPINF1,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
SLITRK6,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,Infant,1,3,3,3,2,,,
CCDC103,2,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,Birth,1,3,2,2,2,,,
ITGB4,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,AR,HIGH (A),Birth,2,3,1,2,1,,,
LITAF,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,AD,HIGH (A),,,,,,,,,
SLC24A5,2,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
D2HGDH,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
GSDME,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,AD,HIGH (A),Variable,0,3,3,3,2,,,
BCHE,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,Variable,0,0,3,3,3,,,
CLPB,2,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,
SDHAF2,2,,,,1,,,,,,,,,,,,,,,,,1,,,,,,AD,MODERATE (B),Adolescent/Adult,1,3,2,2,0,,,
TNNC1,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,AD,MODERATE (B),Variable,2,3,2,3,2,,,
LCT,2,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
POLH,2,,,,1,,,,,1,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
ZBTB24,2,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,0,unk,Y
KDM6A,2,,,,1,,,,,,,,1,,,,,,,,,,,,,,,XLD,HIGH (A),,,,,,,,,
BBS2,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
DPYD,2,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
ATP2B2,2,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,
SUCLA2,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,AR,HIGH (A),Infant,2,3,0,0,2,,,
DNAAF3,2,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,Birth,1,3,2,2,1,,,
PRPS1,2,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,Variable,1,3,3,3,1,0,,N
APOC2,2,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,.55,Y
CAV3,2,,,,1,,,,,,,,,,,,,,,,,1,,,,,,AD,HIGH (A),Childhood,3,0,2,2,0,,,
SPAST,2,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
GDAP1,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,AR,HIGH (A),,,,,,,,,
TSPAN12,2,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
KMT2D,2,,,,1,,,,,,,,1,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
NFKB1,2,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,.4,Y
HSPB8,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,AD,HIGH (A),,,,,,,,,
ACTN4,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,AD,HIGH (A),,,,,,,,,
SEPTIN9,2,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
GP9,2,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,Variable,0,3,3,3,2,,,
NHLRC1,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
HYDIN,2,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,Birth,1,3,2,2,1,,,
NLRP3,2,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,Infant,2,0,3,3,2,0,.19,N
IRF8,2,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,0,ultrarare,Y
SLC2A2,2,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
NUDT15,2,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
COL5A1,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
CA12,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,Rare < 0.1,Y
CDKL5,2,,,,1,,,,,,,,,1,,,,,,,,,,,,,,XLD,HIGH (A),,,,,,,,,
UNG,2,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,unk,Y
OTX2,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
POLR1D,2,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,Neonatal,1,3,2,3,1,,,
KIF1B,2,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,
FRAS1,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
CLN6,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,AR,HIGH (A),Childhood,2,3,0,0,2,,,
INVS,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,AR,HIGH (A),,,,,,,,,
ARX,2,,,,1,,,,,,,,,1,,,,,,,,,,,,,,XLR,HIGH (A),,,,,,,,,
TMEM165,2,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,<1,Y
LMF1,2,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,.55,Y
SUOX,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
ALG1,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,AR,HIGH (A),,,,,,,,,
GP1BB,2,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,Birth,0,3,3,3,2,,,
EVC,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
CLCN1,2,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,0,1.225,Y
F5,2,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,Infant,1,3,3,3,2,,,
SLC35C1,2,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
CEBPE,2,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
NEFL,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,AD,HIGH (A),,,,,,,,,
THAP11,2,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
CDC14A,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
LBR,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
MLH1,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,Childhood,2,3,1,2,1,0,51.4,N
CFC1,2,,,,1,,,,,,,,1,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
TAPBP,2,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
BLOC1S6,2,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,Variable,0,3,3,3,0,,,
GJA1,2,,,,1,,,,,,,,1,,,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
PEX7,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
PEX2,2,,,,1,,,,,,,,,1,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
TGFB2,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,Adolescent/Adult,2,3,2,3,1,,,
CLRN1,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,AR,HIGH (A),Infant,1,3,2,3,2,,,
HNF1B,2,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,Childhood,1,3,1,2,2,1,,Y
TYRP1,2,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
PEX10,2,,,,1,,,,,,,,,1,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
KDSR,2,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,unk,N
LDLRAP1,2,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,Adolescent/Adult,2,3,2,3,2,1,,Y
DYSF,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
TBX5,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
SACS,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
MT-TH,2,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,0,<0.02,Y
PLEKHM1,2,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
HMBS,2,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,0,1.4,Y
FZD4,2,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
MPV17,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,AR,HIGH (A),,,,,,,,,
PPM1K,2,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,
ERCC8,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
CC2D2A,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
KDELR2,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
S1PR2,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,Infant,1,3,3,3,1,,,
BLM,2,,,,1,,,,,,,,1,,,,,,,,,,,,,,,AR,HIGH (A),Childhood,2,3,1,1,2,,,
NOTCH3,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
HGF,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,Birth,1,3,3,3,1,,,
GATA2,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,Infant,2,3,3,2,2,1,unk,N
POU4F3,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,AD,HIGH (A),Adolescent/Adult,1,3,3,3,2,,,
NOP10,2,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
RBCK1,2,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
EVC2,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
DNAAF2,2,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,Birth,1,3,2,2,2,,,
PANK2,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
KCNA5,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,AD,HIGH (A),Adolescent/Adult,2,3,2,2,2,,,
LDHA,2,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
NEU1,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,AR,HIGH (A),Infant,3,3,0,0,1,,,
ABCA4,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
MYO5A,2,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
TBC1D24,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,AR,HIGH (A),Birth,1,3,3,3,1,,,
SLC34A2,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,AR,HIGH (A),,,,,,,,,
NHP2,2,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
ARFGEF2,2,,,,1,,,,,,,,,1,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
SMN2,2,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,
HPRT1,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,XLR,HIGH (A),,,,,,,,,
TMEM67,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
ALAD,2,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,0,,Y
SIX5,2,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,Variable,1,3,2,3,1,,,
DRC1,2,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,Birth,1,3,2,2,1,,,
TTN,2,,,,1,,,,,,,,,,,,,,,,,1,,,,,,AR,HIGH (A),Infant,2,2,2,3,2,,,
KAT6B,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
TAP1,2,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
DNAL1,2,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,Birth,1,3,2,2,1,,,
HPS6,2,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,Birth,0,3,3,3,1,,,
BCAT1,2,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
CDCA8,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
MTM1,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,XLR,HIGH (A),,,,,,,,,
AIFM1,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,XLR,HIGH (A),Childhood,1,3,1,3,1,,,
PEX3,2,,,,1,,,,,,,,,1,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
KCNJ10,2,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,Neonatal,1,3,2,3,2,,,
EXT2,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,AD,HIGH (A),,,,,,,,,
ZMPSTE24,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,AR,HIGH (A),,,,,,,,,
NPHP3,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,AR,HIGH (A),,,,,,,,,
POLE,2,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,Adolescent/Adult,2,3,3,2,1,,,
REST,2,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
CAPN3,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
TECRL,2,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUCLG1,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,AR,HIGH (A),Infant,3,3,0,0,1,,,
PEX6,2,,,,1,,,,,,,,,1,,,,,,,,,,,,,,AR,HIGH (A),Neonatal,2,3,0,0,2,,,
ZNF341,2,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
ACOX2,2,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,
UNC13A,2,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
CD320,2,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,Neonatal,0,3,3,3,1,,,
FLNA,2,,,,1,,,,,,,,,1,,,,,,,,,,,,,,XLR,HIGH (A),,,,,,,,,
TFR2,2,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,Adolescent/Adult,1,3,3,3,2,0,,Y
DNASE2,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
PLCE1,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,AR,HIGH (A),,,,,,,,,
GALNT3,2,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
CTC1,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
BAAT,2,,,,1,,,,,1,,,,,,,,,,,,,,,,,,AR,HIGH (A),,,,,,,,,
